date,crop,price_per_quintal,state,district
2023-07-25,Apple,2702.49,India_Average,National
2023-07-26,Apple,2926.32,India_Average,National
2023-07-27,Apple,2744.14,India_Average,National
2023-07-28,Apple,2670.42,India_Average,National
2023-07-29,Apple,2811.97,India_Average,National
2023-07-30,Apple,2401.5,India_Average,National
2023-07-31,Apple,2731.81,India_Average,National
2023-08-01,Apple,2575.99,India_Average,National
2023-08-02,Apple,2297.01,India_Average,National
2023-08-03,Apple,2622.23,India_Average,National
2023-08-04,Apple,2522.36,India_Average,National
2023-08-05,Apple,2428.88,India_Average,National
2023-08-06,Apple,2558.86,India_Average,National
2023-08-07,Apple,2761.99,India_Average,National
2023-08-08,Apple,2502.94,India_Average,National
2023-08-09,Apple,2511.17,India_Average,National
2023-08-10,Apple,2423.42,India_Average,National
2023-08-11,Apple,2374.99,India_Average,National
2023-08-12,Apple,2583.36,India_Average,National
2023-08-13,Apple,2374.21,India_Average,National
2023-08-14,Apple,2489.26,India_Average,National
2023-08-15,Apple,2421.15,India_Average,National
2023-08-16,Apple,2539.79,India_Average,National
2023-08-17,Apple,2521.77,India_Average,National
2023-08-18,Apple,2609.06,India_Average,National
2023-08-19,Apple,2417.13,India_Average,National
2023-08-20,Apple,2446.92,India_Average,National
2023-08-21,Apple,2359.0,India_Average,National
2023-08-22,Apple,2425.28,India_Average,National
2023-08-23,Apple,2527.18,India_Average,National
2023-08-24,Apple,2574.27,India_Average,National
2023-08-25,Apple,2366.02,India_Average,National
2023-08-26,Apple,2588.23,India_Average,National
2023-08-27,Apple,2648.51,India_Average,National
2023-08-28,Apple,2531.66,India_Average,National
2023-08-29,Apple,2713.14,India_Average,National
2023-08-30,Apple,2384.42,India_Average,National
